iteration,period_days
1,0.0610383922
2,0.0610383922
3,0.0610383922
4,0.0610383922
5,0.0610383922
6,0.0610383922
7,0.0610383922
8,0.0610383922
9,0.0610383922
10,0.0610383922
11,0.0610383922
12,0.0610383922
13,0.0610383922
14,0.0610383922
15,0.0610383922
16,0.0610383922
17,0.0610383922
18,0.0610383922
19,0.0610383922
20,0.0610383922
21,0.0610383922
22,0.0610383922
23,0.0610383922
24,0.0610383922
25,0.0610383922
26,0.0610383922
27,0.0610383922
28,0.0610383922
29,0.0610383922
30,0.0610383922
31,0.0610383922
32,0.0610383922
33,0.0610383922
34,0.0610383922
35,0.0610383922
36,0.0610383922
37,0.0610383922
38,0.0610383922
39,0.0610383922
40,0.0610383922
41,0.0610383922
42,0.0610383922
43,0.0610383922
44,0.0610383922
45,0.0610383922
46,0.0610383922
47,0.0610383922
48,0.0610383922
49,0.0610383922
50,0.0610383922
51,0.0610383922
52,0.0610383922
53,0.0610383922
54,0.0610383922
55,0.0610383922
56,0.0610383922
57,0.0610383922
58,0.0610383922
59,0.0610383922
60,0.0610383922
61,0.0610383922
62,0.0610383922
63,0.0610383922
64,0.0610383922
65,0.0610383922
66,0.0610383922
67,0.0610383922
68,0.0610383922
69,0.0610383922
70,0.0610383922
71,0.0610383922
72,0.0610383922
73,0.0610383922
74,0.0610383922
75,0.0610383922
76,0.0610383922
77,0.0610383922
78,0.0610383922
79,0.0610383922
80,0.0610383922
81,0.0610383922
82,0.0610383922
83,0.0610383922
84,0.0610383922
85,0.0610383922
86,0.0610383922
87,0.0610383922
88,0.0610383922
89,0.0610383922
90,0.0610383922
91,0.0610383922
92,0.0610383922
93,0.0610383922
94,0.0610383922
95,0.0610383922
96,0.0610383922
97,0.0610383922
98,0.0610383922
99,0.0610383922
100,0.0610383922
101,0.0610383922
102,0.0610383922
103,0.0610383922
104,0.0610383922
105,0.0610383922
106,0.0610383922
107,0.0610383922
108,0.0610383922
109,0.0610383922
110,0.0610383922
111,0.0610383922
112,0.0610383922
113,0.0610383922
114,0.0610383922
115,0.0610383922
